name,company_name_unique,founded_year,founded_date,closed_date,acquired_date,acquired_by_company_name_unique,employees,domain,total_funding_usd,annual_revenue,hq_region,status,ipo_date,independence,stock_symbol_1,stock_symbol_2,competitor_1,competitor_2,competitor_3,competitor_4,competitor_5,competitor_6,competitor_7,competitor_8,competitor_9,competitor_10,notes
California Dental Institute,,,,,,,,californiadentalinstitute.com,,,"Rancho Cucamonga, California",Private,,Y,,,Wood Ranch PTA,Hoppy Cow Supply,RealityCap,Hughes Multimedia,Headline Nepal,Keeley Consulting,Bestphonerepair,Entrepreneur,,,No detailed data
Superior Storage Tanks,,1975,,,,,,superior-tanks.com,,,"La Mirada, CA",Private,,Y,,,Storagevessels,National Tank Outlet,Roy E Hanson,Winston's Estate Gallery,Core-Rosion,Osseoustech,Carsonmfg,Affordable Liquidations,,,No detailed data
Marklet,,,,,,,,marklet.com,,,"Anaheim, California",Private,,Y,,,Papaly,Kippt,Pocket,Clipix,Diigo,Evernote,Pinterest,Feedly,,,No detailed data
Judy Neal,,,,,,,,judyneal-art.com,,,"Solano County, Northern California",Private,,Y,,,Wood Ranch PTA,Hoppy Cow Supply,RealityCap,Hughes Multimedia,Headline Nepal,Keeley Consulting,Bestphonerepair,Bandito Brothers,,,No detailed data
EljayTunes,,2012,2012-05-16,,,,460,eljaytunes.com,,$24.7M,"Matsapha, Swaziland",Private,,Y,,,Entrepreneur,Inc.,JAM THE HYPE,NEW H2O,Small Business TRENDS,Ourbusinessladder,Southern California Firewood,Psychicleo,,,No information on Crunchbase
Mashable,mashable,2005,,,2017-11-17,ziff-davis,239,mashable.com,$46M,$40M,"New York, New York",Private,,"Ziff Davis, Inc.",,,BuzzFeed,REFINERY29,Gimlet,Digital Trends,UPROXX,NowThis,Mic,Paste,,,
TC,techcrunch,2005,2005-06-11,,2010-09-29,aol,107,techcrunch.com,,$15M,"San Francisco, California",Private,,Oath,,,Tech in Asia,WIRED,VentureBeat,BUSINESS INSIDER,GIGAOM,YOURSTORY,Mashable,CBS Interactive,,,
VentureBeat,venturebeat,2006,2006-09-01,,,,87,venturebeat.com,$3.6M,$6.2M,"San Francisco, California",Private,,Y,,,TC,BUSINESS INSIDER,Tech in Asia,WIRED,Mashable,GIGAOM,YOURSTORY,CBS Interactive,,,
TNW,the-next-web,2008,,,,,60,thenextweb.com,,$14.9M,"Amsterdam, Noord-Holland",Private,,Y,,,TC,ReadWrite,The Verge,VentureBeat,BUSINESS INSIDER,Engadget,CBS Interactive,WIRED,,,
THE BUSINESS JOURNAL,the-business-journals,1978,,,,,"1,300",bizjournals.com,,$15M,"Charlotte, North Carolina",Private,,Merged,,,Crain's New York Business,BUSINESS INSIDER,Forbes Media,THE WALL STREET JOURNAL,CNN,The New York Times,Mashable,TheStreet,,,
The Fiscal Times,the-fiscal-times,2010,,,,,71,thefiscaltimes.com,,$4.4M,"New York, New York",Private,,Y,,,Kiplinger,RCP,POLITICO,THE WALL STREET JOURNAL,FINANCIAL TIMES,Forbes,The New York Times,ALM,,,
Bloomberg GOVERNMENT,,1981,,,,,230,bgov.com,,$27.9M,"New York, New York",Private,,Y,,,LEGISTORM,CQ ROLL CALL,POLITICO,The Fiscal Times,Phone2Action,Meltwater,Spendsetter,Voters Voice,,,"One of the businessess of ""Bloomberg"""
LEGISTORM,,2006,,,,,129,legistorm.com,,$22.1M,"Washington, District of Columbia",Private,,Y,,,CQ ROLL CALL,POLITICO,FOCUS,Bloomberg GOVERNMENT,Quorum,KnowWho,Keller Mcintyre,Leadership Directories,,,No information on Crunchbase
CQ ROLL CALL,roll-call-group,1945,,,2018-07-25,fiscalnote,272,cqrollcall.com,,$16.9M,"Washington, District of Columbia",Private,,"FiscalNote, Inc.",,,Phone2Action,POLITICO,Meltwater,LEGISTORM,Bloomberg GOVERNMENT,Spendsetter,Voters Voice,BIPAC,,,
HUFFPOST,huffingtonpost,2005,2005-05-09,,2011-02-07,aol,926,huffingtonpost.com,$37M,$500M,"New York, New York",Private,,Oath,,,BuzzFeed,The New York Times,REFINERY29,Mashable,Drudge Report,News Corp,Intrepidnow,THE WALL STREET JOURNAL,,,
Bloomberg BNA,bna,1929,,,2011-08-25,bloomberg,"1,539",bna.com,,$472.1M,"Bethesda, Maryland",Private,,"Bloomberg, L.P.",,,Reed Business Information,Fastcase,CCH,Intelligize,THOMSON REUTERS,Wolters Kluwer,LexisNexis,Govini,,,
Tracxn,tracxn,2013,2013-06-01,,,,575,tracxn.com,$13.5M,$2.3M,"Palo Alto, California",Private,,Y,,,DataFox,InsideView,AngelList,Xeler8,Owler,PitchBook,Dun & Bradstreet,ZoomInfo,,,
InsideView,insideview,2005,,,,,261,insideview.com,$76M,$87.3M,"San Francisco, California",Private,,Y,,,ZoomInfo,DataFox,DueDil,Dun & Bradstreet,PitchBook,Owler,InfoGroup,Tracxn,,,
DataFox,datafox,2013,2013-02-01,,,,45,datafox.com,$11.8M,$8M,"San Francisco, California",Private,,Y,,,InsideView,Dun & Bradstreet,PitchBook,Owler,Tracxn,InfoGroup,ZoomInfo,DueDil,,,
Owler,owler,2011,2011-05-01,,,,97,owler.com,$19.3M,$3.4M,"San Mateo, California",Private,,Y,,,InsideView,DataFox,Dun & Bradstreet,PitchBook,ZoomInfo,DueDil,PrivCo,CB INSIGHTS,,,
Dun & Bradstreet,dun-and-bradstreet-corporation,1841,,,2015-06-12,archer-capital,"4,900",dnb.com,,$1.8B,"Short Hills, New Jersey",Public,2000-10-13,Subsidiary,NYSE,DNB,InfoGroup,Graydon,Creditsafe,Roularta Media Group,BUREAU VAN DIJK,Epsilon,InsideView,CRIF,,,
ZoomInfo,zoominfo,2000,2000-02-01,,2017-08-14,great-hill-partners,299,zoominfo.com,$7M,$77M,"Waltham, Massachusetts",Private,,Great Hill Partners,,,InsideView,DataFox,LeadGenius,PitchBook,Tracxn,Dun & Bradstreet,Owler,DueDil,,,
DueDil,duedil,2011,2011-04-25,,,,62,duedil.com,$43M,$4.1M,"London, England",Private,,Y,,,Dun & Bradstreet,InfoGroup,Company Check,TransUnion,FindTheCompany,Radius,Endole,Cerved,,,
PrivCo,privco,2011,,,,,43,privco.com,,$4M,"New York, New York",Private,,Y,,,InsideView,PitchBook,Dun & Bradstreet,ZoomInfo,Owler,Tracxn,DataFox,InfoGroup,,,
BUREAU VAN DIJK,bureau-van-dijk,1994,,,2017-05-15,moodys-investors-service,259,bvdinfo.com,,$26.5M,"Amsterdam, Other",Private,,Moodys Corporation,,,CRIF,Creditsafe,ID Analytics,TransUnion,FICO,EQUIFAX,Graydon,Coface,,,
Dealogic,dealogic,1983,,,2017-11-22,ion-investment-group,600,dealogic.com,,$141.6M,"London, England",Private,,The Carlyle Group,,,THOMSON REUTERS,IPREO,Bloomberg,DealSheet,Mergermarket,S&P Capital IQ,Lex Machina,The Deal,,,
The Deal,the-deal-llc,2000,2000-03-01,,2012-09-12,thestreet,93,thedeal.com,,$19.5M,"New York, New York",Private,,"TheStreet, Inc.",,,Mergermarket,Dealogic,Bloomberg,THOMSON REUTERS,Rebecca Bram Feldbaum,IPREO,WPDeals,Westchester Eatz,,,
CB INSIGHTS,cb-insights,2008,2008-01-01,,,,180,cbinsights.com,$11.7M,$4M,"New York, New York",Private,,Y,,,PitchBook,DataFox,InsideView,Owler,Tracxn,PrivCo,Dun & Bradstreet,DueDil,,,
FACTSET,factset,1978,,,,,"9,074",factset.com,,$1.1B,"Norwalk, Connecticut",Public,1996-06-05,Y,NYSE,FDS,MSCI,MORNINGSTAR,Fitch Ratings,MOODY'S,S&P Global,DBRS,McGRAW HILL FINANCIAL,Bloomberg Tradebook,,,
ALGOMI,algomi-ltd,2012,2012-06-25,,,,132,algomi.com,$14M,$10.9M,"London, England",Private,,Y,,,FlexTrade,AxeTrading,InfoReach,Portware,Trayport,TradingScreen,Trumid,Fidessa,,,
TrueEX,trueex,2010,,,,,60,trueex.com,$37.1M,$1M,"New York, New York",Private,,Y,,,Tradeweb,ALGOMI,MarketAxess,MTS,NEX,AIREX MARKET,Perimeter Markets,OSIsoft,,,
MarketAxess,marketaxess,2000,,,,,429,marketaxess.com,$55M,$408.3M,"New York, New York",Public,2004-11-05,Y,NASDAQ,MKTX,IEX,Bonds.com,ALGOMI,Bloomberg,Tradeweb,Trumid,DBOT,EBS BrokerTec,,,
MTS,mts-systems,1963,,,,,"3,500",mts.com,,$773.9M,"Eden Prairie, Minnesota",Public,1978-01-13,Y,NASDAQ,MTSC,MOOG,Zwick Roell,ITW,Instron,Shimadzu,BAE Systems,Rockwell Collins,Aerotech,,,
NEX,nex-group,1998,,,2018-03-29,cme-group,"1,817",nex.com,,$676.2M,"London, England",Public,2016-12-23,Cme Group Inc.,LON,NXG,IG Group,Hargreaves Lansdown,Tradition,Bloomberg,CRIF,THOMSON REUTERS,DOW JONES,PitchBook,,,
AIREX MARKET,airex-inc-,2012,2012-09-01,,,,68,airexmarket.com,$1.8M,$7M,"New York, New York",Private,,Y,,,TIM Group,ALGOMI,Seed Alpha,Varian Custom Marketplace,Barchart,Macrobond,Grow Influence,First Coverage,,,
OSIsoft,osisoft,1980,,,,,"1,050",osisoft.com,$139.5M,$330M,"San Leandro, California",Private,,Y,,,Solix Technologies,InfinityQS,Splunk,Aspen Tech,Ingenious,Black Lake,BMC,Honeywell,,,
MOOG,moog,1951,,,,,"10,675",moog.com,,$4.5B,"Elma, New York",Public,1980-06-06,Y,NYSE,MOG.A,BAE Systems,Rockwell Collins,Aerotech,Lockheed Martin,Honeywell,Northrop Grumman,Raytheon,General Dynamics,,,
Wolters Kluwer,wolters-kluwer,1836,,,,,"19,000",wolterskluwer.com,,$5.3B,"Alphen aan den Rijn, Zuid-Holland",Public,1999-03-31,Y,Other,WKL,LexisNexis,MITRATECH,SERENGETI,BUREAU VAN DIJK,THOMSON REUTERS,Creditsafe,EQUIFAX,CRIF,,,
UBM,ubm,1918,,,2018-01-01,informa-plc,"5,500",ubm.com,,$1.1B,"London, England",Public,1999-01-15,Informa PLC,LON,UBM,Reed Exhibitions,RELX Group,LexisNexis,Wolters Kluwer,THOMSON REUTERS,Lex Machina,Bloomberg,S&P Capital IQ,,,
MITRATECH,mitratech-holdings-inc,1987,,,2015-09-15,ta-associates,370,mitratech.com,,$83.1M,"Austin, Texas",Private,,"TA Associates Management, L.P.",,,Legal Suite,THOMSON REUTERS,LexisNexis,Bloomberg,Lex Machina,S&P Capital IQ,Integreon,McGRAW HILL FINANCIAL,,,
SERENGETI,serengeti-law,2001,,,2010-10-05,thomson-reuters,163,legaltracker.com,,$18.1M,"Bellevue, Washington",Private,,Thomson Reuters,,,MITRATECH,Wolters Kluwer,Simple Legal,Legal Suite,TyMetrix,Total Attorneys,Sky Analytics,Datacert,,,
Google,google,1998,1998-09-07,,,,"345,354",google.com,$36.1M,$109.7B,"Mountain View, California",Public,2004-08-19,Alphabet Inc.,NASDAQ,GOOG,Apple,Microsoft,Dropbox,Amazon,Facebook,Box,SONY,SAMSUNG,,,
IAC,iac,1995,1995-08-01,,,,"7,000",iac.com,,$237.5M,"New York, New York",Public,1993-01-29,Y,NASDAQ,IAC,AOL,Perion,Google,News Corp,VOX MEDIA,HEARST,TAPAD,BuzzFeed,,,
VOX MEDIA,vox-media,2003,2003-07-14,,,,750,voxmedia.com,$307.6M,$112.5M,"Washington, District of Columbia",Private,,Y,,,BuzzFeed,AOL,Reddit,Purch,Mashable,Pulpo,Moguldom,UPROXX,,,
TAPAD,tapad,2010,,,2016-02-01,telenor,192,tapad.com,$37.8M,$64M,"New York, New York",Private,,Telenor Group,,,Turn,Simplifi,ConvertMedia,AppNexus,SpotX,Digilant,Altitude,PubMatic,,,
Microsoft,microsoft,1975,1975-04-04,,,,"131,000",microsoft.com,$1M,$96.8B,"Redmond, Washington",Public,1986-03-13,Y,NASDAQ,MSFT,SAP,Oracle,IBM,Apple,Salesforce,Google,SAS,HP,,,
Apple,apple,1976,1976-04-01,,,,"123,000",apple.com,$6.2B,$248.1B,"Cupertino, California",Public,1980-12-19,Y,NASDAQ,AAPL,Samsung,Microsoft,HTC,Dell,Google,LG,HP,Sony,,,
Box,box,2005,,,,,"1,784",box.com,$559M,$529.4M,"Redwood City, California",Public,2015-01-23,Y,NYSE,BOX,OneDrive,Dropbox,Syncplicity,WatchDox,SugarSync,Onehub,Egnyte,OpenDrive,,,
Televisa,televisa,1930,,,,,"42,288",televisa.com,,$5B,"Álvaro Obregón, Distrito Federal",Public,,Y,NYSE,TV,TV AZTECA,PRODU,"ENGAGED MEDIA, INC.",Turner,GTxcel,DAVLER MEDIA,Emol,VTR,,,
GTxcel,gtxcel,1991,,,,,92,gtxcel.com,$36.6M,$2.8M,"Southborough, Massachusetts",Private,,"Godengo, Inc.",,,Issuu,Nxtbook Media,MAZ,Zinio,Magzter,Zmags,YUDU,iMirus,,,
DAVLER MEDIA,davler-media-group,2004,,,,,62,davlermedia.com,,$10M,"New York, New York",Private,,Y,,,Folio,The New York Times,Crain's New York Business,News Corp,Time Inc.,THE BUSINESS JOURNAL,THE WALL STREET JOURNAL,BUSINESS INSIDER,,,
TV AZTECA,azteca,1993,1993-07,,,,915,tvazteca.com,,$760.5M,"Mexico City, Mexico",Public,,Y,Other,AZTECA,Televisa,PRODU,"ENGAGED MEDIA, INC.",Turner,GTxcel,DAVLER MEDIA,Emol,VTR,,,
Issuu,issuu,2006,,,,,42,issuu.com,$20.3M,$5.6M,"Palo Alto, California",Private,,Y,,,Zinio,Magzter,MAZ,Nxtbook Media,YUDU,Joomag,Zmags,GTxcel,,,
PRODU,produ,1989,,,,,,produ.com,,,"Miami, Florida",Private,,Y,,,Turner,Emol,VTR,Hulu,La Nacion,Viacom,NETFLIX,Clarin,,,No detailed data
Hoffmann,,1990,,,,,,hoffmannpublishing.com,,,Pennsylvania,Private,,Y,,,Televisa,"ENGAGED MEDIA, INC.",GTxcel,DAVLER MEDIA,TV AZTECA,PRODU,Issuu,Meredith,,,No information on Crunchbase & No detailed data
ELSEVIER,elsevier,1880,,,,,"7,200",elsevier.com,,$4.7B,"Amsterdam, Noord-Holland",Private,,RELX Group,,,Wolters Kluwer,Taylor & Francis Group,WILEY,Thieme,SAGE,Informa,McGraw Hill Education,F.a. Davis Company,,,
WILEY,wiley,1807,,,,,"5,000",wiley.com,,$1.8B,"Hoboken, New Jersey",Public,1978-01-13,Y,NYSE,JW.A,McGraw Hill Education,Pearson,ELSEVIER,Wolters Kluwer,Cengage,HMH,Kaplan Financial Education,Taylor & Francis Group,,,
NEJM GROUP,,1812,,,,,154,nejmgroup.org,,$48.2M,"Waltham, Massachusetts",Private,,Y,,,BMJ,ELSEVIER,Wolters Kluwer,WILEY,NPG,McGraw Hill Education,Taylor & Francis Group,Wiley Blackwell,,,No information on Crunchbase
McGraw Hill Education,mcgraw-hill-education,1916,,,,,"4,900",mheducation.com,,$1.8B,"Columbus, Ohio",Private,,"Apollo Global Management, LLC",,,Cengage,Pearson,HMH,DreamBox,Houghton Mifflin Harcourt Publishing Company,WILEY,Cambridge Educational Services,Prometric,,,
Taylor & Francis Group,taylor-francis-group,1852,,,,,224,taylorandfrancisgroup.com,,$19M,"Abingdon, England",Private,,Informa plc,,,ELSEVIER,SAGE,Springer,Wolters Kluwer,Wiley Blackwell,McGraw Hill Education,Thieme,WILEY,,,
Wiley Blackwell,,1809,,,,,10,wileyblackwell.com,,$10M,"Hoboken, New Jersey",Private,,Y,,,Taylor & Francis Group,Wolters Kluwer,Thieme,SAGE,ELSEVIER,CACTUS,Informa,McGraw Hill Education,,,"One of the businessess of ""WILEY"""
Pearson,pearson,1998,1998-07-29,,,,"30,339",pearson.com,,$6.1B,"London, England",Public,1999-01-15,Y,LON,PSON,McGraw Hill Education,Cengage,HMH,WILEY,Prometric,Learndirect,Questionmark,Next Education,,,
CNN,cnn-com,1980,,,,,"4,000",cnn.com,,$3.2B,"Atlanta, Georgia",Private,,Time Warner Inc.,,,The New York Times,FOX News,MSNBC,VOX MEDIA,News Corp,THOMSON REUTERS,Time Inc.,El Nuevo Diario,,,
STV,stv,1957,1957-08-01,,,,451,stvplc.tv,,$148.1M,"Glasgow, Scotland",Public,1999-01-15,Y,LON,STVG,Sky,BT,UTV,ARCADIS,World Productions,ITV,JACOBS,Parsons,,,
S&P Global,s-p-global,1888,,,,,"20,400",spglobal.com,,$6.2B,"New York, New York",Public,1978-01-13,Y,NYSE,SPGI,DBRS,PitchBook,IHS Markit,Interactive Data,ICE,Tracxn,THOMSON REUTERS,S&P Capital IQ,,,
DBRS,dbrs,1976,,,,,50,www.dbrs.com,,$5M,"Toronto, Ontario",Private,,Carlyle Group L.P.,,,CoreLogic,TransUnion,EQUIFAX,MOODY'S,Fitch Ratings,MORNINGSTAR,Standard & Poor's,S&P Global,,,
MORNINGSTAR,morningstar,1984,,,,,"4,920",morningstar.com,$91M,$968.9M,"Chicago, Illinois",Public,2005-05-03,Y,NASDAQ,MORN,MSCI,FACTSET,MOODY'S,Fitch Ratings,S&P Global,DBRS,McGRAW HILL FINANCIAL,Standard & Poor's,,,
Standard & Poor's,,1941,,,,,468,standardandpoors.com,,$76M,"New York, New York",Private,,S&P Global,,,Bloomberg,Lex Machina,LexisNexis,McGRAW HILL FINANCIAL,THOMSON REUTERS,PitchBook,DOW JONES,Mergermarket,,,No information on Crunchbase
MSCI,msci,1998,,,,,"3,038",msci.com,$252M,$2.3B,"New York, New York",Public,2007-11-23,Y,NYSE,MSCI,RepRisk,DBRS,FINCAD,Numerix,Riskdata,TransUnion,EQUIFAX,Sustainalytics,,,
RAVEL,ravel-law,2012,2012-05-15,,2017-06-08,lexisnexis,63,ravellaw.com,$15.2M,$1.4M,"San Francisco, California",Private,,LexisNexis,,,PREMONITION,Mindcrest,Everlaw,Lex Machina,THOMSON REUTERS,EQUIFAX,Manzama,BlackStone Discovery,,,
PREMONITION,premonition,2014,2014-03-01,,,,67,premonition.ai,$5M,$2.7M,"Miami, Florida",Private,,Y,,,RAVEL,Lex Machina,THOMSON REUTERS,Bloomberg,LexisNexis,S&P Capital IQ,Manzama,Mindcrest,,,
ALT LEGAL,altlegal,2013,,,,,5,altlegal.com,$40K,,"New York, New York",Private,,Y,,,IPfolio,Patrix Usa,Priori,IAG,TrademarkNow,CPA Global,Legal Hero,Axiom,,,No detailed data
Manzama,manzama,2010,,,,,107,manzama.com,$3.3M,$4M,"Bend, Oregon",Private,,Y,,,THOMSON REUTERS,Lex Machina,Bloomberg,S&P Capital IQ,LexisNexis,McGRAW HILL FINANCIAL,PitchBook,DOW JONES,,,
NIKKEI,nikkei,1876,,,,,"3,450",nikkei.com,,$1.5B,"Chiyoda-ku, Tokyo Prefecture",Private,,Y,,,UZABASE,Mainichi newspaper,McGRAW HILL FINANCIAL,The Asahi Shimbun,S&P Capital IQ,Akash Vadhu-var Suchak Kendra,Free,THOMSON REUTERS,,,
EQUIFAX,equifax,1899,,,,,"10,300",equifax.com,$1M,$3.4B,"Atlanta, Georgia",Public,1978-01-13,Y,NYSE,EFX,TransUnion,CoreLogic,Fitch Ratings,HMS,MOODY'S,CFPB,MORNINGSTAR,Datamyx,,,
TLO,tlo,2009,,,,,150,tlo.com,,$15.7M,"Boca Raton, Florida",Private,,"TransUnion, LLC",,,Avox,DueDil,Fenergo,THOMSON REUTERS,Arity,LexisNexis,Dun & Bradstreet,Bloomberg,,,
TransUnion,transunion,1968,,,,,"5,100",transunion.com,$1.4B,$2B,"Chicago, Illinois",Public,2015-06-25,Goldman Sachs Group Inc.,NYSE,TRU,EQUIFAX,CoreLogic,HMS,Fitch Ratings,CFPB,Datamyx,Recondo,Trover Solutions,,,
CoreLogic,corelogic,1991,,,,,"5,900",www.corelogic.com,$24.7M,$1.9B,"Irvine, California",Public,2003-01-10,Cognizant Technology Solutions Corp.,NYSE,CLGX,TransUnion,EQUIFAX,Fitch Ratings,HMS,MOODY'S,MORNINGSTAR,CFPB,Datamyx,,,
ISSUERDIRECT,issuer-direct,2006,,,,,66,issuerdirect.com,,$14.4M,"Morrisville, North Carolina",Public,2008-03-10,Y,NYSEMKT,ISDR,R.R. Donnelley,Broadridge,Business Wire,Workiva,Quad Graphics,Ez-XBRL,Publishers Press,SS&C,,,
MESSER FINANCIAL SOFTWARE,messer-financial-software,2013,,,,,86,messerfs.com,,$14M,"Central, Other",Private,,Y,,,Broadridge,SS&C,SUNGARD,ISSUERDIRECT,Achim Gloger,Fidessa,R.R. Donnelley,SS&C ADVENT,,,
Charles River,charles-river-development,1984,,,2018-07-20,state-street-corporation,818,crd.com,,$300M,"Burlington, Massachusetts",Private,,State Street Corp,,,SS&C ADVENT,VANTAGE SOFTWARE,Addepar,INFORMATION MOSAIC,ClearServe,SimCorp,BlackRock,Confluence,,,
Electra,electra-information-systems,1998,,,,,94,electrainfo.com,,$22.1M,"New York, New York",Private,,Y,,,SS&C,ReconArt,SUNGARD,Pico Quantitative Trading,Broadridge,AutoRek,SS&C ADVENT,Indus Valley Partners,,,
OTHERLEVELS,otherlevels,2010,,,,,30,otherlevels.com,$2.43M,$3.4M,"San Francisco, California",Public,2015-03-31,Y,Australian Securities Exchange,OLV,KISSmetrics,Infusionsoft,UserVoice,Act-On,Amplitude,Localytics,Mixpanel,Desk,,,
VANTAGE SOFTWARE,vantage-software,1999,,,,,20,vantage-software.com,,$2.5M,"Dedham, Massachusetts",Private,,Y,,,Addepar,ClearStructure,Multifonds,Black Mountain,SS&C ADVENT,Enfusion,SimCorp,Eze Software,,,
OBJECTWAY,objectway,1990,,,,,507,objectway.com,$11.6M,$62.2M,"Milano, Lombardy",Private,,Y,,,TEMENOS,SS&C ADVENT,Avaloq,MISYS,Nucleus Software,Technisys,CALYPSO,Finantix,,,
ClearServe,clearserve,2012,,,,,28,www.clearserve.com,$3.3M,$3.9M,"New York, New York",Private,,Y,,,SS&C ADVENT,Bloomberg,SUNGARD,THOMSON REUTERS,DOW JONES,PitchBook,MUREX,Broadridge,,,
VICHARA TECHNOLOGIES,vichara-technologies,2001,,,,,46,vichara.com,,$20.4M,"Ridgewood, New Jersey",Private,,Y,,,1010data,Formicary,SS&C ADVENT,Itiviti,GoodData,Actian,Alteryx,AllAnalytics,,,
Indus Valley Partners,indus-valley-partners,2000,,,,,93,ivp.in,,$8.9M,"New York, New York",Private,,Y,,,Goldman Sachs,BlackRock,Morgan Stanley,UBS,Citigroup,JPMorgan Chase,Credit Suisse,Deutsche Bank,,,
INFORMATION MOSAIC,information-mosaic,1997,,,2015-07-01,ihs-markit,250,www.informationmosaic.com,$27.9M,$25M,"Dublin, County Dublin",Private,,Markit Group Limited,,,Charles River,Omgeo,ETG,SS&C ADVENT,SS&C,CommProve,SUNGARD,Broadridge,,,
FundCount,fundcount,1999,,,,,50,fundcount.com,,$5M,"Dedham, Massachusetts",Private,,Y,,,VANTAGE SOFTWARE,SS&C ADVENT,Multifonds,Addepar,ClearStructure,OBJECTWAY,Black Mountain,ClearServe,,,
Ullink,ullink,2001,,,2017-11-28,itiviti,547,ullink.com,,$131M,"Paris, Île-de-France",Private,,Y,,,Fidessa,TRADING TECHNOLOGIES,InSync Analytics,NEX Traiana,InfoReach,Cactus Wellhead,Fixnetix,Decimal Point Analytics,,,
TRADING TECHNOLOGIES,trading-technologies,1994,1994-05-16,,,,499,tradingtechnologies.com,,$100M,"Chicago, Illinois",Private,,Y,,,Fidessa,Ullink,NEX Traiana,CameronTec,InfoReach,Horizon Software International,Jigsaw Trading,Datadog,,,
NEX Traiana,traiana,2000,,,2007-10-10,nex-group,99,www.traiana.com,$25M,$2.9M,"London, England",Private,,ICAP Management Services Limited,,,TRADING TECHNOLOGIES,Ullink,Fidessa,Omgeo,SUNGARD,TriOptima,Cobalt,THOMSON REUTERS,,,
InSync Analytics,,2005,2005-01-01,,,,350,insyncanalytics.com,,$33.6M,"New York, New York",Private,,Y,,,Ullink,Fidessa,TRADING TECHNOLOGIES,Dion,Decimal Point Analytics,Bloomberg,Cactus Wellhead,NEX Traiana,,,No information on Crunchbase
InfoReach,inforeach,1995,,,,,72,inforeachinc.com,$5.3M,$13.6M,"Chicago, Illinois",Private,,Y,,,Fidessa,Portware,TRADING TECHNOLOGIES,FlexTrade Systems,Ullink,SUNGARD,TradingScreen,360T,,,
Cactus Wellhead,cactus-wellhead-llc,2017,,,,,20,cactuswellhead.com,,,"Houston,Texas",Private,,Y,NYSE,WHD,PangTong Wellhead USA,Kingsa Industries,Downingwell,Arruth Associates,Houston TechSys,Richardrayhouston,nextmovebestmove,Frontiers Club,,,
Fixnetix,fixnetix,2005,,,2015-08-11,csc,125,fixnetix.com,,$6.3M,"London, England",Private,,Computer Sciences Corp,,,QuantHouse,Celoxica,ACTIV,Perseus,NovaSparks,Pluribus Networks,Interactive Data,Big Switch,,,
Risk Focus,risk-focus,2004,,,,,48,riskfocus.com,$500K,$7.5M,"New York, New York",Private,,Y,,,MUREX,CALYPSO,MISYS,BELLIN,SUNGARD,Reval,Kyriba,SS&C ADVENT,,,
ION,ion-group,1998,,,,,"3,170",iongroup.com,,$25M,"London, England",Private,,Y,,,MUREX,SS&C ADVENT,CALYPSO,Risk Focus,SUNGARD,MISYS,DerivativePATH,Numerix,,,
DerivativePATH,derivative-path-inc,2013,2013-05-13,,,,10,derivativepath.com,,$10M,"Walnut Creek, California",Private,,Y,,,OpenLink,Chatham Financial,CALYPSO,B&F,MUREX,Eka,Allegro,SS&C ADVENT,,,
TEMENOS,temenos,1993,,,,,"4,945",temenos.com,,$740.1M,"Chimie, Geneva",Public,2003-06-13,Y,SWX,TEMN,Nucleus Software,MISYS,Technisys,Cloud Lending Solutions,Jack Henry & Associates,Fiserv,FIS,CALYPSO,,,
Avaloq,avaloq-2,1991,,,,,"2,000",avaloq.com,$361M,$520M,"Zurich, Zurich",Private,,Y,,,MISYS,TEMENOS,CALYPSO,Nucleus Software,Technisys,MUREX,SS&C ADVENT,Cloud Lending Solutions,,,
D+H,d-h,1875,,,2017-06-14,finastra,"5,500",dh.com,,$1.7B,"Toronto, Ontario",Public,,"Vista Equity Partners Management, LLC",,,Fiserv,FIS,Jack Henry & Associates,Jack Henry Banking,Polaris Industries,Dovetail Software,Paymentus,Euronet,,,
RM,rm-plc,1973,,,,,"1,787",rmplc.com,,$238.7M,"Abingdon, England",Public,1999-01-15,Y,LON,RM,CALYPSO,MISYS,TEMENOS,MUREX,Avaloq,Risk Focus,D+H,SS&C ADVENT,,,
Eka,eka-software-solutions,2004,,,,,315,ekaplus.com,$16M,$26.6M,"Norwalk, Connecticut",Private,,Y,,,OpenLink,DataGenic,Movius,Greenstone,Allegro,GlobalView,ENERTIA SOFTWARE,CellTrust,,,
Allegro,allegro-development-corporation,1984,,,2008-02-01,north-bridge-venture-partners,390,allegrodev.com,,$125M,"Dallas, Texas",Private,,Y,,,OpenLink,Eka,DataGenic,ENERTIA SOFTWARE,GlobalView,Anvil Software,Movius,P2 Energy,,,
DataGenic,datagenic,2002,,,2017-10-04,drillinginfo,43,datagenicgroup.com,,$15M,"London, England",Private,,"Drilling Info Holdings, Inc.",,,Eka,Allegro,Triple Point,OpenLink,Movius,Greenstone,ENERTIA SOFTWARE,GlobalView,,,
ComplySci,compliance-science,2003,,,,,123,complysci.com,$11.2M,$10M,"New York, New York",Private,,Y,,,MetricStream,LogicGate,ProcessUnity,Behavox,Arbour Group,OpenLink,Lombard Risk,Riskdata,,,
STAR COMPLIANCE,starcompliance,1999,,,,,52,starcompliance.com,,$17.5M,"Rockville, Maryland",Private,,Y,,,ComplySci,Merlon,Numerix,MetricStream,MUREX,CALYPSO,Quantifi,IHS Markit,,,
